"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2769554","Kevin  Bouchard and Sylvain  Giroux and Robert  Radziszewski and Mathieu  Gagnon and Quentin  Szymanski and St&#233;phanie  Pinard and M&#233;lanie  Levasseur and Nathalie  Bier","","","","Maintaining Good Relationships in Clinical Setting: The Bonus DOMUS Project","8:1--8:4","8","4","living lab, smart home, social behaviors, software","10.1145/2769493.2769554","","","","","","","2015","","Proceedings of the 8th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '15","","978-1-4503-3452-5","Corfu, Greece","ACM","New York, NY, USA"
"article","1832782","Christian  Hirsch and John  Hosking and John  Grundy and Tim  Chaffe","","","","ThinkFree: Using a Visual Wiki for IT Knowledge Management in a Tertiary Institution","7:1--7:10","7","10","knowledge management, visual wiki, visualization","10.1145/1832772.1832782","","","","","","","2010","","Proceedings of the 6th International Symposium on Wikis and Open Collaboration","WikiSym '10","","978-1-4503-0056-8","Gdansk, Poland","ACM","New York, NY, USA"
"article","1347305","John  Soldatos and Nikolaos  Dimakis and Kostas  Stamatis and Lazaros  Polymenakos","","","","A Breadboard Architecture for Pervasive Context-aware Services in Smart Spaces: Middleware Components and Prototype Applications","193--212","","20","Architecture, Autonomic computing, Context-awareness, Middleware, Smart spaces, Ubiquitous computing","10.1007/s00779-006-0102-7","Personal Ubiquitous Comput.","February 2007","11","3","","February","2007","1617-4909","","","","","","Springer-Verlag","London, UK, UK"
"article","1148508","Johannes  Bohnet and J&#252;rgen  D&#246;llner","","","","Visual Exploration of Function Call Graphs for Feature Location in Complex Software Systems","95--104","","10","dynamic analysis, feature analysis, feature location, program comprehension, reverse engineering, software visualization","10.1145/1148493.1148508","","","","","","","2006","","Proceedings of the 2006 ACM Symposium on Software Visualization","SoftVis '06","","1-59593-464-2","Brighton, United Kingdom","ACM","New York, NY, USA"
"article","1506438","Karlene C. Cousins and Upkar  Varshney","","","","Designing Ubiquitous Computing Environments to Support Work Life Balance","117--123","","7","","10.1145/1506409.1506438","Commun. ACM","May 2009","52","5","","May","2009","0001-0782","","","","","","ACM","New York, NY, USA"
"article","1328142","Hans J (Jochen) Scholl and Shuhua  Liu and Raya  Fidel and Kristene  Unsworth","","","","Choices and Challenges in e-Government Field Force Automation Projects: Insights from Case Studies","408--416","","9","business process analysis, cognitive systems engineering, cognitive work analysis, digital government, e-government, field force automation (FFA), fully mobile wirelessly connected (FMWC), information systems, integration, interfacing, mobile government, pervasive computing, ubiquitous computing, work content, work context, work-centered design, workflow","10.1145/1328057.1328142","","","","","","","2007","","Proceedings of the 1st International Conference on Theory and Practice of Electronic Governance","ICEGOV '07","","978-1-59593-822-0","Macao, China","ACM","New York, NY, USA"
"article","2413134","Kevin  Bouchard and Bruno  Bouchard and Abdenour  Bouzouane","","","","Guidelines to Efficient Smart Home Design for Rapid AI Prototyping: A Case Study","29:1--29:8","29","8","architecture, cognitive assistance, guidelines, hardware, prototyping, smart home design, software","10.1145/2413097.2413134","","","","","","","2012","","Proceedings of the 5th International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '12","","978-1-4503-1300-1","Heraklion, Crete, Greece","ACM","New York, NY, USA"
"article","1055025","Scott E. Hudson and Jennifer  Mankoff and Ian  Smith","","","","Extensible Input Handling in the subArctic Toolkit","381--390","","10","GUI toolkits, event handling, interaction techniques","10.1145/1054972.1055025","","","","","","","2005","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '05","","1-58113-998-5","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","1450638","S&#233;bastien  Limet and Sophie  Robert","","","","FlowVR-VRPN: First Experiments of a VRPN/FlowVR Coupling","251--252","","2","VR system, interaction, middleware","10.1145/1450579.1450638","","","","","","","2008","","Proceedings of the 2008 ACM Symposium on Virtual Reality Software and Technology","VRST '08","","978-1-59593-951-7","Bordeaux, France","ACM","New York, NY, USA"
"article","2721968","Christian F. Leibold and Marcus  Spies","","","","Towards a Pattern Language for Cognitive Systems Integration","17:1--17:9","17","9","cognitive systems, enterprise integration pattern, pattern language, requirements engineering, scope identification, social and ethical impact","10.1145/2721956.2721968","","","","","","","2014","","Proceedings of the 19th European Conference on Pattern Languages of Programs","EuroPLoP '14","","978-1-4503-3416-7","Irsee, Germany","ACM","New York, NY, USA"
"article","2168272","Nikola  Serbedzija and Stephen  Fairclough","","","","Reflective Pervasive Systems","12:1--12:19","12","19","Biocybernetic loop, middleware, ontology, physiological computing","10.1145/2168260.2168272","ACM Trans. Auton. Adapt. Syst.","April 2012","7","1","","May","2012","1556-4665","","","","","","ACM","New York, NY, USA"
"article","345256","Takeo  Igarashi and W. Keith Edwards and Anthony  LaMarca and Elizabeth D. Mynatt","","","","An Architecture for Pen-based Interaction on Electronic Whiteboards","68--75","","8","Flatland, GUI toolkit, architecture, implementation, pen computing, whiteboard","10.1145/345513.345256","","","","","","","2000","","Proceedings of the Working Conference on Advanced Visual Interfaces","AVI '00","","1-58113-252-2","Palermo, Italy","ACM","New York, NY, USA"
"article","1178525","Timothy  Roden and Ian  Parberry","","","","Designing a Narrative-based Audio Only 3D Game Engine","274--277","","4","audio, game engine, speech, virtual environment","10.1145/1178477.1178525","","","","","","","2005","","Proceedings of the 2005 ACM SIGCHI International Conference on Advances in Computer Entertainment Technology","ACE '05","","1-59593-110-4","Valencia, Spain","ACM","New York, NY, USA"
"article","514185","Roy T. Fielding and Richard N. Taylor","","","","Principled Design of the Modern Web Architecture","115--150","","36","Network-based applications, REST, World Wide Web","10.1145/514183.514185","ACM Trans. Internet Technol.","May 2002","2","2","","May","2002","1533-5399","","","","","","ACM","New York, NY, USA"
"article","990087","Jason I. Hong and James A. Landay","","","","An Architecture for Privacy-sensitive Ubiquitous Computing","177--189","","13","confab, location, privacy, toolkit, ubiquitous computing","10.1145/990064.990087","","","","","","","2004","","Proceedings of the 2Nd International Conference on Mobile Systems, Applications, and Services","MobiSys '04","","1-58113-793-1","Boston, MA, USA","ACM","New York, NY, USA"
"article","2536551","Gonzalo  Esteban and Camino  Fern&#225;ndez and Miguel A. Conde and Vicente  Matell&#225;n","","","","Design of a Haptic Simulator Framework for Modelling Surgical Learning Systems","87--94","","8","design pattern, e-learning framework, haptic simulator","10.1145/2536536.2536551","","","","","","","2013","","Proceedings of the First International Conference on Technological Ecosystem for Enhancing Multiculturality","TEEM '13","","978-1-4503-2345-1","Salamanca, Spain","ACM","New York, NY, USA"
"article","1621109","Lucas A. M. C. Carvalho and Adolfo P. Guimar&#227;es and Hendrik T. Mac&#234;do","","","","Architectures for Interactive Vocal Environment to Brazilian Digital TV Middleware","22:1--22:8","22","8","acessibility, digital interactive TV, voice gateway","10.1145/1621087.1621109","","","","","","","2008","","Proceedings of the 2008 Euro American Conference on Telematics and Information Systems","EATIS '08","","978-1-59593-988-3","Aracaju, Brazil","ACM","New York, NY, USA"
"article","2578229","Eduardo B. Fernandez and Raul  Monge","","","","A Security Reference Architecture for Cloud Systems","3:1--3:5","3","5","cloud computing, reference architecture, secure software development, security patterns, security reference architecture","10.1145/2578128.2578229","","","","","","","2014","","Proceedings of the WICSA 2014 Companion Volume","WICSA '14 Companion","","978-1-4503-2523-3","Sydney, Australia","ACM","New York, NY, USA"
"article","1837890","Shailesh  Kochhar and Stefano  Mazzocchi and Praveen  Paritosh","","","","The Anatomy of a Large-scale Human Computation Engine","10--17","","8","","10.1145/1837885.1837890","","","","","","","2010","","Proceedings of the ACM SIGKDD Workshop on Human Computation","HCOMP '10","","978-1-4503-0222-7","Washington DC","ACM","New York, NY, USA"
"article","767140","Anindya  Datta and Kaushik  Dutta and Debra  VanderMeer and Krithi  Ramamritham and Shamkant B.  Navathe","","","","An Architecture to Support Scalable Online Personalization on the Web","104--117","","14","Behavior-based personalization, Dynamic lookahead profile, Profile caching, Scalable online personalization, Web site and interaction model","","The VLDB Journal","August 2001","10","1","","August","2001","1066-8888","","","","","","Springer-Verlag New York, Inc.","Secaucus, NJ, USA"
"article","2480333","Pierre A. Akiki","","","","Engineering Adaptive User Interfaces for Enterprise Applications","151--154","","4","adaptive user interfaces, enterprise applications, model-driven engineering, simplification","10.1145/2494603.2480333","","","","","","","2013","","Proceedings of the 5th ACM SIGCHI Symposium on Engineering Interactive Computing Systems","EICS '13","","978-1-4503-2138-9","London, United Kingdom","ACM","New York, NY, USA"
"article","1456569","Carlos J. Costa and Jos&#233; Leopoldo Nhampossa and Manuela  Apar&#237;cio","","","","Wiki Content Evaluation Framework","169--174","","6","Wikipedia, documentation, quality of information, wiki","10.1145/1456536.1456569","","","","","","","2008","","Proceedings of the 26th Annual ACM International Conference on Design of Communication","SIGDOC '08","","978-1-60558-083-8","Lisbon, Portugal","ACM","New York, NY, USA"
"article","2674403","Kevin  Bouchard and Jean-S&#233;bastien  Bilodeau and Dany  Fortin-Simard and Sebastien  Gaboury and Bruno  Bouchard and Abdenour  Bouzouane","","","","Human Activity Recognition in Smart Homes Based on Passive RFID Localization","1:1--1:8","1","8","activity recognition, passive RFID, smart home, spatial reasoning","10.1145/2674396.2674403","","","","","","","2014","","Proceedings of the 7th International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '14","","978-1-4503-2746-6","Rhodes, Greece","ACM","New York, NY, USA"
"article","2190139","","","","","Welcome Message from the Chairs","iii--viii","","","","10.1109/ASE.2011.6100042","","","","","","","2011","","Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","ASE '11","","978-1-4577-1638-6","","IEEE Computer Society","Washington, DC, USA"
"article","1514132","Nikolaos  Mavridis and Chandan  Datta and Shervin  Emami and Chiraz  BenAbdelkader and Andry  Tanoto and Tamer  Rabie","","","","FaceBots: Social Robots Utilizing Facebook","195--196","","2","conversational robots, human-robot interaction, social robots","10.1145/1514095.1514132","","","","","","","2009","","Proceedings of the 4th ACM/IEEE International Conference on Human Robot Interaction","HRI '09","","978-1-60558-404-1","La Jolla, California, USA","ACM","New York, NY, USA"
"article","2785529","David  Bainbridge","","","","And We Did It Our Way: A Case for Crowdsourcing in a Digital Library for Musicology","1--8","","8","Crowdsourcing, Digital Music Library, Music Visualization, Musicology Analysis","10.1145/2785527.2785529","","","","","","","2015","","Proceedings of the 2Nd International Workshop on Digital Libraries for Musicology","DLfM '15","","978-1-4503-3563-8","Knoxville, TN, USA","ACM","New York, NY, USA"
"article","1963286","Alessandro  Bozzon and Marco  Brambilla and Stefano  Ceri and Piero  Fraternali and Salvatore  Vadacca","","","","Exploratory Search in Multi-domain Information Spaces with Liquid Query","189--192","","4","exploratory search, graphical user interface, multi-domain search, web data integration","10.1145/1963192.1963286","","","","","","","2011","","Proceedings of the 20th International Conference Companion on World Wide Web","WWW '11","","978-1-4503-0637-9","Hyderabad, India","ACM","New York, NY, USA"
